Year,Economy,Economy Label,Gross Tonnage,Gross Tonnage Footnote,Gross Tonnage Missing value,Percentage of total all economies,Percentage of total all economies Footnote,Percentage of total all economies Missing value
2019,484,"Mexico",0,,,0,,
2019,528,"Netherlands (Kingdom of the)",6512,,,0.05413,,
2019,554,"New Zealand",0,,,0,,
2019,566,"Nigeria",34423,,,0.28611,,
2019,586,"Pakistan",329789,,,2.74109,,
2019,591,"Panama",1986,,,0.01651,,
2019,604,"Peru",2680,,,0.02228,,
2019,608,"Philippines",0,,,0,,
2019,616,"Poland",0,,,0,,
2019,620,"Portugal",0,,,0,,
2019,410,"Republic of Korea",7100,,,0.05901,,
2019,642,"Romania",0,,,0,,
2019,643,"Russian Federation",5719,,,0.04753,,
2019,724,"Spain",5734,,,0.04766,,
2019,752,"Sweden",0,,,0,,
2019,764,"Thailand",1196,,,0.00994,,
2019,792,"Türkiye",1103934,,,9.17551,,
2019,804,"Ukraine",251,,,0.00209,,
2019,784,"United Arab Emirates",0,,,0,,
2019,826,"United Kingdom",761,,,0.00633,,
2019,840,"United States",64471,,,0.53586,,
2019,704,"Viet Nam",5421,,,0.04506,,
2019,0002,"Special economies",,,"Not applicable",,,"Not applicable"
2019,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",0,,,0,,
2019,579,"Norway including Svalbard and Jan Mayen Islands",4739,,,0.03939,,
2019,926,"United Kingdom including Channel Islands and Isle of Man",761,,,0.00633,,
2019,842,"United States of America including Puerto Rico and United States Virgin Islands",64471,,,0.53586,,
2019,5600,"Asia and Oceania",11772224,,,97.84658,,
2019,5702,"Northern America and Europe",106722,,,0.88704,,
2019,5706,"Europe, Northern America, Australia and New Zealand",106722,,,0.88704,,
2019,5703,"Central and Southern Asia",10295555,,,85.57302,,
2019,5704,"Eastern and South-Eastern Asia",371517,,,3.08792,,
2019,5705,"Western Asia and Northern Africa",1105152,,,9.18563,,
2019,1400,"Developing economies",11810189,,,98.16213,,
2019,1410,"Developing economies: Africa",34423,,,0.28611,,
2019,1420,"Developing economies: Americas",11918,,,0.09906,,
2019,1460,"Developing economies: Asia and Oceania",11763848,,,97.77696,,
2019,1430,"Developing economies: Asia",11763848,,,97.77696,,
2019,1500,"Developed economies",115098,,,0.95665,,
2019,1520,"Developed economies: Americas",71200,,,0.59179,,
2019,1560,"Developed economies: Asia and Oceania",8376,,,0.06962,,
2019,1530,"Developed economies: Asia",8376,,,0.06962,,
2019,1550,"Developed economies: Oceania",0,,,0,,
2019,1540,"Developed economies: Europe",35522,,,0.29525,,
2019,1600,"Developing economies excluding China",11467077,,,95.3103,,
2019,1601,"Developing economies excluding LDCs",5147415,,,42.7835,,
2019,1610,"LDCs (Least developed countries)",6662774,,,55.37863,,
2019,1612,"LDCs: Asia",6662774,,,55.37863,,
2019,1620,"LLDCs (Landlocked developing countries)",1218,,,0.01012,,
2019,1640,"SIDS (Small island developing States) (UN-OHRLLS)",1746,,,0.01451,,
2019,1642,"SIDS: Caribbean",1746,,,0.01451,,
2019,2623,"Low-income developing economies",329789,,,2.74109,,
2019,2622,"Middle-income developing economies",10020240,,,83.2847,,
2019,2621,"High-income developing economies",1460160,,,12.13634,,
2019,2711,"BRICS",3655547,,,30.38362,,
2019,3412,"European Union (2020 …)",28791,,,0.2393,,
2019,3916,"G20 (Group of Twenty)",4853230,,,40.33834,,
2019,3919,"G-77 (Group of 77)",10706255,,,88.98662,,
2019,3905,"OECD (Organisation for Economic Cooperation and Development)",1211860,,,10.07255,,
2020,0000,"World",17214347,,,100,,
2020,5100,"Africa",862,,,0.00501,,
2020,5110,"Northern Africa",0,,,0,,
2020,5120,"Sub-Saharan Africa",862,,,0.00501,,
2020,5124,"Western Africa",862,,,0.00501,,
2020,5200,"Americas",67206,,,0.39041,,
2020,5210,"Northern America",35298,,,0.20505,,
2020,5220,"Latin America and the Caribbean",31908,,,0.18536,,
2020,5221,"Caribbean",0,,,0,,
2020,5222,"Central America",15410,,,0.08952,,
2020,5223,"South America",16498,,,0.09584,,
2020,5300,"Asia",16965252,,,98.55298,,
2020,5330,"Eastern Asia",262167,,,1.52296,,
2020,5350,"South-eastern Asia",32935,,,0.19132,,
2020,5320,"Southern Asia",15069367,,,87.53958,,
2020,5340,"Western Asia",1600783,,,9.29912,,
2020,5400,"Europe",49170,,,0.28563,,
2020,5410,"Eastern Europe",853,,,0.00496,,
2020,5420,"Northern Europe",26397,,,0.15334,,
2020,5430,"Southern Europe",591,,,0.00343,,
2020,5440,"Western Europe",21329,,,0.1239,,
2020,5500,"Oceania",0,,,0,,
2020,0000u,"World n.e.s.",63434,,,0.36849,,
2020,0001,"Individual economies",,,"Not applicable",,,"Not applicable"
2020,036,"Australia",0,,,0,,
2020,031,"Azerbaijan",0,,,0,,
2020,050,"Bangladesh",6911649,,,40.15052,,
2020,056,"Belgium",12899,,,0.07493,,
2020,076,"Brazil",0,,,0,,
2020,124,"Canada",0,,,0,,
2020,156,"China",234174,,,1.36034,,
2020,170,"Colombia",0,,,0,,
2020,192,"Cuba",0,,,0,,
2020,531,"Curaçao",0,,,0,,
2020,208,"Denmark",17207,,,0.09996,,
2020,214,"Dominican Republic",0,,,0,,
2020,218,"Ecuador",16498,,,0.09584,,
2020,818,"Egypt",0,,,0,,
2020,233,"Estonia",0,,,0,,
2020,246,"Finland",0,,,0,,
2020,250,"France",0,,,0,,
2020,276,"Germany",0,,,0,,
2020,300,"Greece",0,,,0,,
2020,356,"India",5075136,,,29.48201,,
2020,360,"Indonesia",31577,,,0.18343,,
2020,380,"Italy",0,,,0,,
2020,392,"Japan",0,,,0,,
2020,428,"Latvia",0,,,0,,
2020,440,"Lithuania",0,,,0,,
2020,458,"Malaysia",0,,,0,,
2020,470,"Malta",0,,,0,,
2020,484,"Mexico",15410,,,0.08952,,
2020,528,"Netherlands (Kingdom of the)",8430,,,0.04897,,
2020,554,"New Zealand",0,,,0,,
2020,566,"Nigeria",862,,,0.00501,,
2020,586,"Pakistan",3082582,,,17.90705,,
2020,591,"Panama",0,,,0,,
2020,604,"Peru",0,,,0,,
2020,608,"Philippines",0,,,0,,
2020,616,"Poland",0,,,0,,
2020,620,"Portugal",0,,,0,,
2020,410,"Republic of Korea",27993,,,0.16261,,
2020,642,"Romania",0,,,0,,
2020,643,"Russian Federation",0,,,0,,
2020,724,"Spain",591,,,0.00343,,
2020,752,"Sweden",0,,,0,,
2020,764,"Thailand",0,,,0,,
2020,792,"Türkiye",1600783,,,9.29912,,
2020,804,"Ukraine",853,,,0.00496,,
2020,784,"United Arab Emirates",0,,,0,,
2020,826,"United Kingdom",9190,,,0.05339,,
2020,840,"United States",35298,,,0.20505,,
2020,704,"Viet Nam",1358,,,0.00789,,
2020,0002,"Special economies",,,"Not applicable",,,"Not applicable"
2020,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",0,,,0,,
2020,579,"Norway including Svalbard and Jan Mayen Islands",68423,,,0.39748,,
2020,926,"United Kingdom including Channel Islands and Isle of Man",9190,,,0.05339,,
2020,842,"United States of America including Puerto Rico and United States Virgin Islands",35298,,,0.20505,,
2020,5600,"Asia and Oceania",16965252,,,98.55298,,
2020,5702,"Northern America and Europe",84468,,,0.49068,,
2020,5706,"Europe, Northern America, Australia and New Zealand",84468,,,0.49068,,
2020,5703,"Central and Southern Asia",15069367,,,87.53958,,
2020,5704,"Eastern and South-Eastern Asia",295102,,,1.71428,,
2020,5705,"Western Asia and Northern Africa",1600783,,,9.29912,,
2020,1400,"Developing economies",16970029,,,98.58073,,
2020,1410,"Developing economies: Africa",862,,,0.00501,,
2020,1420,"Developing economies: Americas",31908,,,0.18536,,
2020,1460,"Developing economies: Asia and Oceania",16937259,,,98.39037,,
2020,1430,"Developing economies: Asia",16937259,,,98.39037,,
2020,1500,"Developed economies",112461,,,0.6533,,
2020,1520,"Developed economies: Americas",35298,,,0.20505,,
2020,1560,"Developed economies: Asia and Oceania",27993,,,0.16261,,
2020,1530,"Developed economies: Asia",27993,,,0.16261,,
2020,1550,"Developed economies: Oceania",0,,,0,,
2020,1540,"Developed economies: Europe",49170,,,0.28563,,
2020,1600,"Developing economies excluding China",16735855,,,97.22039,,
2020,1601,"Developing economies excluding LDCs",10058380,,,58.43022,,
2020,1610,"LDCs (Least developed countries)",6911649,,,40.15052,,
2020,1612,"LDCs: Asia",6911649,,,40.15052,,
2020,1620,"LLDCs (Landlocked developing countries)",0,,,0,,
2020,1640,"SIDS (Small island developing States) (UN-OHRLLS)",0,,,0,,
2020,1642,"SIDS: Caribbean",0,,,0,,
2020,2623,"Low-income developing economies",3082582,,,17.90705,,
2020,2622,"Middle-income developing economies",12020582,,,69.82886,,
2020,2621,"High-income developing economies",1866865,,,10.84482,,
2020,2711,"BRICS",5309310,,,30.84235,,
2020,3412,"European Union (2020 …)",39127,,,0.22729,,
2020,3916,"G20 (Group of Twenty)",7029561,,,40.83548,,
2020,3919,"G-77 (Group of 77)",15353836,,,89.19209,,
2020,3905,"OECD (Organisation for Economic Cooperation and Development)",1727801,,,10.03698,,
2021,0000,"World",14453661,,,100,,
2021,5100,"Africa",724,,,0.00501,,
2021,5110,"Northern Africa",0,,,0,,
2021,5120,"Sub-Saharan Africa",724,,,0.00501,,
2021,5124,"Western Africa",724,,,0.00501,,
2021,5200,"Americas",138311,,,0.95693,,
2021,5210,"Northern America",113953,,,0.7884,,
2021,5220,"Latin America and the Caribbean",24358,,,0.16852,,
2021,5221,"Caribbean",0,,,0,,
2021,5222,"Central America",2285,,,0.01581,,
2021,5223,"South America",22073,,,0.15272,,
2021,5300,"Asia",14095719,,,97.52352,,
2021,5330,"Eastern Asia",175820,,,1.21644,,
2021,5350,"South-eastern Asia",37904,,,0.26224,,
2021,5320,"Southern Asia",12863112,,,88.99553,,
2021,5340,"Western Asia",1018883,,,7.04931,,
2021,5400,"Europe",92926,,,0.64292,,
2021,5410,"Eastern Europe",12648,,,0.08751,,
2021,5420,"Northern Europe",64586,,,0.44685,,
2021,5430,"Southern Europe",10457,,,0.07235,,
2021,5440,"Western Europe",5235,,,0.03622,,
2021,5500,"Oceania",0,,,0,,
2021,0000u,"World n.e.s.",95471,,,0.66053,,
2021,0001,"Individual economies",,,"Not applicable",,,"Not applicable"
2021,036,"Australia",0,,,0,,
2021,031,"Azerbaijan",0,,,0,,
2021,050,"Bangladesh",7807253,,,54.01575,,
2021,056,"Belgium",4247,,,0.02938,,
2021,076,"Brazil",0,,,0,,
2021,124,"Canada",61053,,,0.42241,,
2021,156,"China",146768,,,1.01544,,
2021,158,"China, Taiwan Province of",1059,,,0.00733,,
2021,170,"Colombia",0,,,0,,
2021,192,"Cuba",0,,,0,,
2021,531,"Curaçao",0,,,0,,
2021,208,"Denmark",64586,,,0.44685,,
2021,214,"Dominican Republic",0,,,0,,
2021,218,"Ecuador",0,,,0,,
2021,818,"Egypt",0,,,0,,
2021,233,"Estonia",0,,,0,,
2021,246,"Finland",0,,,0,,
2021,250,"France",0,,,0,,
2021,276,"Germany",0,,,0,,
2021,300,"Greece",780,,,0.0054,,
2021,356,"India",2383104,,,16.48789,,
2021,360,"Indonesia",35449,,,0.24526,,
2021,380,"Italy",4737,,,0.03277,,
2021,392,"Japan",5546,,,0.03837,,
2021,428,"Latvia",0,,,0,,
2021,440,"Lithuania",0,,,0,,
2021,458,"Malaysia",226,,,0.00156,,
2021,470,"Malta",0,,,0,,
2021,484,"Mexico",2285,,,0.01581,,
2021,528,"Netherlands (Kingdom of the)",988,,,0.00684,,
2021,554,"New Zealand",0,,,0,,
2021,566,"Nigeria",724,,,0.00501,,
2021,586,"Pakistan",2672755,,,18.49189,,
2021,591,"Panama",0,,,0,,
2021,604,"Peru",0,,,0,,
2021,608,"Philippines",2229,,,0.01542,,
2021,616,"Poland",0,,,0,,
2021,620,"Portugal",0,,,0,,
2021,410,"Republic of Korea",22447,,,0.1553,,
2021,642,"Romania",0,,,0,,
2021,643,"Russian Federation",8215,,,0.05684,,
2021,724,"Spain",4940,,,0.03418,,
2021,752,"Sweden",0,,,0,,
2021,764,"Thailand",0,,,0,,
2021,792,"Türkiye",1018883,,,7.04931,,
2021,804,"Ukraine",4433,,,0.03067,,
2021,784,"United Arab Emirates",0,,,0,,
2021,826,"United Kingdom",0,,,0,,
2021,840,"United States",52900,,,0.366,,
2021,862,"Venezuela (Bolivarian Rep. of)",22073,,,0.15272,,
2021,704,"Viet Nam",0,,,0,,
2021,0002,"Special economies",,,"Not applicable",,,"Not applicable"
2021,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",0,,,0,,
2021,579,"Norway including Svalbard and Jan Mayen Islands",30510,,,0.21109,,
2021,926,"United Kingdom including Channel Islands and Isle of Man",0,,,0,,
2021,842,"United States of America including Puerto Rico and United States Virgin Islands",52900,,,0.366,,
2021,5600,"Asia and Oceania",14095719,,,97.52352,,
2021,5702,"Northern America and Europe",206879,,,1.43133,,
2021,5706,"Europe, Northern America, Australia and New Zealand",206879,,,1.43133,,
2021,5703,"Central and Southern Asia",12863112,,,88.99553,,
2021,5704,"Eastern and South-Eastern Asia",213724,,,1.47868,,
2021,5705,"Western Asia and Northern Africa",1018883,,,7.04931,,
2021,1400,"Developing economies",14092808,,,97.50338,,
2021,1410,"Developing economies: Africa",724,,,0.00501,,
2021,1420,"Developing economies: Americas",24358,,,0.16852,,
2021,1460,"Developing economies: Asia and Oceania",14067726,,,97.32985,,
2021,1430,"Developing economies: Asia",14067726,,,97.32985,,
2021,1500,"Developed economies",234872,,,1.625,,
2021,1520,"Developed economies: Americas",113953,,,0.7884,,
2021,1560,"Developed economies: Asia and Oceania",27993,,,0.19367,,
2021,1530,"Developed economies: Asia",27993,,,0.19367,,
2021,1550,"Developed economies: Oceania",0,,,0,,
2021,1540,"Developed economies: Europe",92926,,,0.64292,,
2021,1600,"Developing economies excluding China",13946040,,,96.48794,,
2021,1601,"Developing economies excluding LDCs",6285555,,,43.48763,,
2021,1610,"LDCs (Least developed countries)",7807253,,,54.01575,,
2021,1612,"LDCs: Asia",7807253,,,54.01575,,
2021,1620,"LLDCs (Landlocked developing countries)",0,,,0,,
2021,1640,"SIDS (Small island developing States) (UN-OHRLLS)",0,,,0,,
2021,1642,"SIDS: Caribbean",0,,,0,,
2021,2623,"Low-income developing economies",2672755,,,18.49189,,
2021,2622,"Middle-income developing economies",10250832,,,70.92205,,
2021,2621,"High-income developing economies",1169221,,,8.08945,,
2021,2711,"BRICS",2538087,,,17.56017,,
2021,3412,"European Union (2020 …)",80278,,,0.55542,,
2021,3916,"G20 (Group of Twenty)",3741387,,,25.88539,,
2021,3919,"G-77 (Group of 77)",13070581,,,90.43094,,
2021,3905,"OECD (Organisation for Economic Cooperation and Development)",1243392,,,8.60261,,
2022,0000,"World",7168673,,,100,,
2022,5100,"Africa",497,,,0.00693,,
2022,5110,"Northern Africa",497,,,0.00693,,
2022,5120,"Sub-Saharan Africa",0,,,0,,
2022,5124,"Western Africa",0,,,0,,
2022,5200,"Americas",88241,,,1.23093,,
2022,5210,"Northern America",76765,,,1.07084,,
2022,5220,"Latin America and the Caribbean",11476,,,0.16009,,
2022,5221,"Caribbean",0,,,0,,
2022,5222,"Central America",4644,,,0.06478,,
2022,5223,"South America",6832,,,0.0953,,
2022,5300,"Asia",6878272,,,95.94903,,
2022,5330,"Eastern Asia",202134,,,2.81969,,
2022,5350,"South-eastern Asia",35543,,,0.49581,,
2022,5320,"Southern Asia",6118984,,,85.35728,,
2022,5340,"Western Asia",521611,,,7.27626,,
2022,5400,"Europe",88078,,,1.22865,,
2022,5410,"Eastern Europe",2964,,,0.04135,,
2022,5420,"Northern Europe",70684,,,0.98601,,
2022,5430,"Southern Europe",3505,,,0.04889,,
2022,5440,"Western Europe",10925,,,0.1524,,
2022,5500,"Oceania",500,,,0.00697,,
2022,0000u,"World n.e.s.",107034,,,1.49308,,
2022,0001,"Individual economies",,,"Not applicable",,,"Not applicable"
2022,036,"Australia",500,,,0.00697,,
2022,031,"Azerbaijan",0,,,0,,
2022,050,"Bangladesh",2561519,,,35.73212,,
2022,056,"Belgium",4962,,,0.06922,,
2022,076,"Brazil",0,,,0,,
2022,124,"Canada",18280,,,0.255,,
2022,156,"China",178522,,,2.49031,,
2022,158,"China, Taiwan Province of",0,,,0,,
2022,170,"Colombia",0,,,0,,
2022,192,"Cuba",0,,,0,,
2022,531,"Curaçao",0,,,0,,
2022,208,"Denmark",70328,,,0.98105,,
2022,214,"Dominican Republic",0,,,0,,
2022,218,"Ecuador",3394,,,0.04734,,
2022,818,"Egypt",497,,,0.00693,,
2022,233,"Estonia",0,,,0,,
2022,246,"Finland",0,,,0,,
2022,250,"France",5189,,,0.07238,,
2022,276,"Germany",176,,,0.00246,,
2022,300,"Greece",290,,,0.00405,,
2022,356,"India",2259082,,,31.51325,,
2022,360,"Indonesia",29499,,,0.4115,,
2022,380,"Italy",0,,,0,,
2022,392,"Japan",5516,,,0.07695,,
2022,428,"Latvia",0,,,0,,
2022,440,"Lithuania",0,,,0,,
2022,458,"Malaysia",173,,,0.00241,,
2022,470,"Malta",0,,,0,,
2022,484,"Mexico",2919,,,0.04072,,
2022,528,"Netherlands (Kingdom of the)",598,,,0.00834,,
2022,554,"New Zealand",0,,,0,,
2022,566,"Nigeria",0,,,0,,
2022,586,"Pakistan",1298383,,,18.1119,,
2022,591,"Panama",1725,,,0.02406,,
2022,604,"Peru",0,,,0,,
2022,608,"Philippines",0,,,0,,
2022,616,"Poland",0,,,0,,
2022,620,"Portugal",0,,,0,,
2022,410,"Republic of Korea",18096,,,0.25243,,
2022,642,"Romania",0,,,0,,
2022,643,"Russian Federation",0,,,0,,
2022,724,"Spain",3215,,,0.04485,,
2022,752,"Sweden",0,,,0,,
2022,764,"Thailand",0,,,0,,
2022,792,"Türkiye",514190,,,7.17274,,
2022,804,"Ukraine",2964,,,0.04135,,
2022,784,"United Arab Emirates",7421,,,0.10352,,
2022,826,"United Kingdom",356,,,0.00497,,
2022,840,"United States",58485,,,0.81584,,
2022,858,"Uruguay",3438,,,0.04796,,
2022,862,"Venezuela (Bolivarian Rep. of)",0,,,0,,
2022,704,"Viet Nam",5871,,,0.0819,,
2022,0002,"Special economies",,,"Not applicable",,,"Not applicable"
2022,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",5189,,,0.07238,,
2022,579,"Norway including Svalbard and Jan Mayen Islands",6051,,,0.08441,,
2022,926,"United Kingdom including Channel Islands and Isle of Man",356,,,0.00497,,
2022,842,"United States of America including Puerto Rico and United States Virgin Islands",58485,,,0.81584,,
2022,5600,"Asia and Oceania",6878772,,,95.956,,
2022,5702,"Northern America and Europe",164843,,,2.29949,,
2022,5706,"Europe, Northern America, Australia and New Zealand",165343,,,2.30647,,
2022,5703,"Central and Southern Asia",6118984,,,85.35728,,
2022,5704,"Eastern and South-Eastern Asia",237677,,,3.3155,,
2022,5705,"Western Asia and Northern Africa",522108,,,7.28319,,
2022,1400,"Developing economies",6866633,,,95.78667,,
2022,1410,"Developing economies: Africa",497,,,0.00693,,
2022,1420,"Developing economies: Americas",11476,,,0.16009,,
2022,1460,"Developing economies: Asia and Oceania",6854660,,,95.61965,,
2022,1430,"Developing economies: Asia",6854660,,,95.61965,,
2022,1500,"Developed economies",188955,,,2.63584,,
2022,1520,"Developed economies: Americas",76765,,,1.07084,,
2022,1560,"Developed economies: Asia and Oceania",24112,,,0.33635,,
2022,1530,"Developed economies: Asia",23612,,,0.32938,,
2022,1550,"Developed economies: Oceania",500,,,0.00697,,
2022,1540,"Developed economies: Europe",88078,,,1.22865,,
2022,1600,"Developing economies excluding China",6688111,,,93.29636,,
2022,1601,"Developing economies excluding LDCs",4305114,,,60.05455,,
2022,1610,"LDCs (Least developed countries)",2561519,,,35.73212,,
2022,1612,"LDCs: Asia",2561519,,,35.73212,,
2022,1620,"LLDCs (Landlocked developing countries)",0,,,0,,
2022,1640,"SIDS (Small island developing States) (UN-OHRLLS)",0,,,0,,
2022,1642,"SIDS: Caribbean",0,,,0,,
2022,2623,"Low-income developing economies",1298383,,,18.1119,,
2022,2622,"Middle-income developing economies",4856468,,,67.7457,,
2022,2621,"High-income developing economies",711782,,,9.92906,,
2022,2711,"BRICS",2437604,,,34.00356,,
2022,3412,"European Union (2020 …)",84758,,,1.18234,,
2022,3916,"G20 (Group of Twenty)",3090810,,,43.11551,,
2022,3919,"G-77 (Group of 77)",6349524,,,88.57321,,
2022,3905,"OECD (Organisation for Economic Cooperation and Development)",703100,,,9.80795,,
2023,0000,"World",7474488,,,100,,
2023,5100,"Africa",1252,,,0.01675,,
2023,5110,"Northern Africa",0,,,0,,
2023,5120,"Sub-Saharan Africa",1252,,,0.01675,,
2023,5124,"Western Africa",1252,,,0.01675,,
2023,5200,"Americas",351182,,,4.69841,,
2023,5210,"Northern America",64710,,,0.86574,,
2023,5220,"Latin America and the Caribbean",286472,,,3.83266,,
2023,5221,"Caribbean",0,,,0,,
2023,5222,"Central America",0,,,0,,
2023,5223,"South America",286472,,,3.83266,,
2023,5300,"Asia",6904966,,,92.38045,,
2023,5330,"Eastern Asia",20382,,,0.27269,,
2023,5350,"South-eastern Asia",85664,,,1.14609,,
2023,5320,"Southern Asia",6255869,,,83.69629,,
2023,5340,"Western Asia",543051,,,7.26539,,
2023,5400,"Europe",153248,,,2.05028,,
2023,5410,"Eastern Europe",1833,,,0.02452,,
2023,5420,"Northern Europe",148954,,,1.99283,,
2023,5430,"Southern Europe",1411,,,0.01888,,
2023,5440,"Western Europe",1050,,,0.01405,,
2023,5500,"Oceania",0,,,0,,
2023,0000u,"World n.e.s.",53373,,,0.71407,,
2023,0001,"Individual economies",,,"Not applicable",,,"Not applicable"
2023,036,"Australia",0,,,0,,
2023,031,"Azerbaijan",0,,,0,,
2023,048,"Bahrain",13246,,,0.17722,,
2023,050,"Bangladesh",3419191,,,45.74482,,
2023,056,"Belgium",1050,,,0.01405,,
2023,076,"Brazil",273307,,,3.65653,,
2023,124,"Canada",31015,,,0.41494,,
2023,156,"China",4885,,,0.06536,,
2023,158,"China, Taiwan Province of",0,,,0,,
2023,170,"Colombia",0,,,0,,
2023,192,"Cuba",0,,,0,,
2023,531,"Curaçao",0,,,0,,
2023,208,"Denmark",146415,,,1.95886,,
2023,214,"Dominican Republic",0,,,0,,
2023,218,"Ecuador",7443,,,0.09958,,
2023,818,"Egypt",0,,,0,,
2023,233,"Estonia",0,,,0,,
2023,246,"Finland",0,,,0,,
2023,250,"France",0,,,0,,
2023,276,"Germany",0,,,0,,
2023,300,"Greece",0,,,0,,
2023,356,"India",2465566,,,32.98642,,
2023,360,"Indonesia",84465,,,1.13004,,
2023,380,"Italy",0,,,0,,
2023,392,"Japan",1998,,,0.02673,,
2023,428,"Latvia",717,,,0.00959,,
2023,440,"Lithuania",0,,,0,,
2023,458,"Malaysia",0,,,0,,
2023,470,"Malta",0,,,0,,
2023,484,"Mexico",0,,,0,,
2023,528,"Netherlands (Kingdom of the)",0,,,0,,
2023,554,"New Zealand",0,,,0,,
2023,566,"Nigeria",1252,,,0.01675,,
2023,586,"Pakistan",371112,,,4.96505,,
2023,591,"Panama",0,,,0,,
2023,604,"Peru",0,,,0,,
2023,608,"Philippines",0,,,0,,
2023,616,"Poland",0,,,0,,
2023,620,"Portugal",0,,,0,,
2023,410,"Republic of Korea",13499,,,0.1806,,
2023,642,"Romania",0,,,0,,
2023,643,"Russian Federation",1833,,,0.02452,,
2023,724,"Spain",1411,,,0.01888,,
2023,752,"Sweden",0,,,0,,
2023,764,"Thailand",0,,,0,,
2023,792,"Türkiye",529805,,,7.08818,,
2023,804,"Ukraine",0,,,0,,
2023,784,"United Arab Emirates",0,,,0,,
2023,826,"United Kingdom",1822,,,0.02438,,
2023,840,"United States",33695,,,0.4508,,
2023,858,"Uruguay",0,,,0,,
2023,862,"Venezuela (Bolivarian Rep. of)",5722,,,0.07655,,
2023,704,"Viet Nam",1199,,,0.01604,,
2023,0002,"Special economies",,,"Not applicable",,,"Not applicable"
2023,251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",0,,,0,,
2023,579,"Norway including Svalbard and Jan Mayen Islands",10467,,,0.14004,,
2023,926,"United Kingdom including Channel Islands and Isle of Man",1822,,,0.02438,,
2023,842,"United States of America including Puerto Rico and United States Virgin Islands",33695,,,0.4508,,
2023,5600,"Asia and Oceania",6904966,,,92.38045,,
2023,5702,"Northern America and Europe",217958,,,2.91603,,
2023,5706,"Europe, Northern America, Australia and New Zealand",217958,,,2.91603,,
2023,5703,"Central and Southern Asia",6255869,,,83.69629,,
2023,5704,"Eastern and South-Eastern Asia",106046,,,1.41877,,
2023,5705,"Western Asia and Northern Africa",543051,,,7.26539,,
2023,1400,"Developing economies",7177193,,,96.02254,,
2023,1410,"Developing economies: Africa",1252,,,0.01675,,
2023,1420,"Developing economies: Americas",286472,,,3.83266,,
2023,1460,"Developing economies: Asia and Oceania",6889469,,,92.17312,,
2023,1430,"Developing economies: Asia",6889469,,,92.17312,,
2023,1500,"Developed economies",233455,,,3.12336,,
2023,1520,"Developed economies: Americas",64710,,,0.86574,,
2023,1560,"Developed economies: Asia and Oceania",15497,,,0.20733,,
2023,1530,"Developed economies: Asia",15497,,,0.20733,,
2023,1550,"Developed economies: Oceania",0,,,0,,
2023,1540,"Developed economies: Europe",153248,,,2.05028,,
2023,1600,"Developing economies excluding China",7172308,,,95.95718,,
2023,1601,"Developing economies excluding LDCs",3758002,,,50.27772,,
2023,1610,"LDCs (Least developed countries)",3419191,,,45.74482,,
2023,1612,"LDCs: Asia",3419191,,,45.74482,,
2023,1620,"LLDCs (Landlocked developing countries)",0,,,0,,
2023,1640,"SIDS (Small island developing States) (UN-OHRLLS)",0,,,0,,
2023,1642,"SIDS: Caribbean",0,,,0,,
2023,2623,"Low-income developing economies",371112,,,4.96505,,
2023,2622,"Middle-income developing economies",5977395,,,79.97063,,
2023,2621,"High-income developing economies",828686,,,11.08686,,
2023,2711,"BRICS",2745591,,,36.73283,,
2023,3412,"European Union (2020 …)",149593,,,2.00138,,
2023,3916,"G20 (Group of Twenty)",3441890,,,46.04851,,
2023,3919,"G-77 (Group of 77)",6647388,,,88.93436,,
2023,3905,"OECD (Organisation for Economic Cooperation and Development)",761427,,,10.18701,,
